source,target,relation,subject,weight
N01600,N01603,implemented_by,操作系统,0.892
N01601,N01602,depends_on,操作系统,0.705
N01601,N01604,uses,操作系统,0.809
N01602,N01603,depends_on,操作系统,0.713
N01602,N01605,is_a,操作系统,0.6
N01603,N01604,depends_on,操作系统,0.649
N01603,N01606,uses,操作系统,0.643
N01604,N01605,depends_on,操作系统,0.861
N01604,N01607,evaluates,操作系统,0.688
N01605,N01606,depends_on,操作系统,0.657
N01605,N01608,implemented_by,操作系统,0.817
N01606,N01607,depends_on,操作系统,0.613
N01606,N01609,part_of,操作系统,0.583
N01607,N01608,depends_on,操作系统,0.623
N01607,N01610,implemented_by,操作系统,0.899
N01608,N01609,depends_on,操作系统,0.704
N01608,N01611,is_a,操作系统,0.809
N01609,N01610,depends_on,操作系统,0.776
N01609,N01612,is_a,操作系统,0.699
N01610,N01611,depends_on,操作系统,0.88
N01610,N01613,part_of,操作系统,0.66
N01611,N01612,depends_on,操作系统,0.79
N01611,N01614,optimized_by,操作系统,0.745
N01612,N01613,depends_on,操作系统,0.921
N01612,N01615,depends_on,操作系统,0.885
N01613,N01614,depends_on,操作系统,0.715
N01613,N01616,compared_with,操作系统,0.613
N01614,N01615,depends_on,操作系统,0.842
N01614,N01617,compared_with,操作系统,0.988
N01615,N01616,depends_on,操作系统,0.765
N01615,N01618,is_a,操作系统,0.809
N01616,N01617,depends_on,操作系统,0.849
N01616,N01619,compared_with,操作系统,0.635
N01617,N01618,depends_on,操作系统,0.94
N01617,N01620,implemented_by,操作系统,0.727
N01618,N01619,depends_on,操作系统,0.729
N01618,N01621,uses,操作系统,0.802
N01619,N01620,depends_on,操作系统,0.792
N01619,N01622,part_of,操作系统,0.909
N01620,N01621,depends_on,操作系统,0.702
N01621,N01622,depends_on,操作系统,0.652
N01625,N01626,depends_on,计算机网络,0.69
N01625,N01628,compared_with,计算机网络,0.634
N01626,N01627,depends_on,计算机网络,0.856
N01626,N01629,optimized_by,计算机网络,0.896
N01627,N01628,depends_on,计算机网络,0.914
N01627,N01630,evaluates,计算机网络,0.605
N01628,N01629,depends_on,计算机网络,0.669
N01628,N01631,uses,计算机网络,0.9
N01629,N01630,depends_on,计算机网络,0.606
N01629,N01632,compared_with,计算机网络,0.935
N01630,N01631,depends_on,计算机网络,0.743
N01630,N01633,compared_with,计算机网络,0.972
N01631,N01632,depends_on,计算机网络,0.607
N01631,N01634,depends_on,计算机网络,0.731
N01632,N01633,depends_on,计算机网络,0.821
N01632,N01635,compared_with,计算机网络,0.686
N01633,N01634,depends_on,计算机网络,0.934
N01633,N01636,depends_on,计算机网络,0.726
N01634,N01635,depends_on,计算机网络,0.888
N01634,N01637,optimized_by,计算机网络,0.58
N01635,N01636,depends_on,计算机网络,0.824
N01635,N01638,evaluates,计算机网络,0.841
N01636,N01637,depends_on,计算机网络,0.862
N01636,N01639,uses,计算机网络,0.888
N01637,N01638,depends_on,计算机网络,0.948
N01637,N01640,implemented_by,计算机网络,0.645
N01638,N01639,depends_on,计算机网络,0.676
N01638,N01641,part_of,计算机网络,0.759
N01639,N01640,depends_on,计算机网络,0.913
N01639,N01642,compared_with,计算机网络,0.633
N01640,N01641,depends_on,计算机网络,0.61
N01640,N01643,is_a,计算机网络,0.809
N01641,N01642,depends_on,计算机网络,0.722
N01641,N01644,uses,计算机网络,0.827
N01642,N01643,depends_on,计算机网络,0.701
N01642,N01645,depends_on,计算机网络,0.742
N01643,N01644,depends_on,计算机网络,0.808
N01643,N01646,part_of,计算机网络,0.676
N01644,N01645,depends_on,计算机网络,0.9
N01644,N01647,part_of,计算机网络,0.646
N01645,N01646,depends_on,计算机网络,0.833
N01645,N01648,is_a,计算机网络,0.957
N01646,N01647,depends_on,计算机网络,0.913
N01646,N01649,compared_with,计算机网络,0.742
N01647,N01648,depends_on,计算机网络,0.648
N01647,N01650,part_of,计算机网络,0.815
N01648,N01649,depends_on,计算机网络,0.861
N01648,N01651,depends_on,计算机网络,0.865
N01649,N01650,depends_on,计算机网络,0.601
N01649,N01652,uses,计算机网络,0.63
N01650,N01651,depends_on,计算机网络,0.694
N01650,N01653,part_of,计算机网络,0.805
N01651,N01652,depends_on,计算机网络,0.654
N01651,N01654,is_a,计算机网络,0.642
N01652,N01653,depends_on,计算机网络,0.899
N01652,N01655,part_of,计算机网络,0.808
N01653,N01654,depends_on,计算机网络,0.827
N01653,N01656,optimized_by,计算机网络,0.642
N01654,N01655,depends_on,计算机网络,0.898
N01654,N01657,compared_with,计算机网络,0.889
N01655,N01656,depends_on,计算机网络,0.92
N01655,N01658,uses,计算机网络,0.726
N01656,N01657,depends_on,计算机网络,0.736
N01656,N01659,optimized_by,计算机网络,0.695
N01657,N01658,depends_on,计算机网络,0.631
N01657,N01660,evaluates,计算机网络,0.715
N01658,N01659,depends_on,计算机网络,0.617
N01658,N01661,uses,计算机网络,0.719
N01659,N01660,depends_on,计算机网络,0.914
N01659,N01662,optimized_by,计算机网络,0.866
N01660,N01661,depends_on,计算机网络,0.733
N01660,N01663,uses,计算机网络,0.692
N01661,N01662,depends_on,计算机网络,0.923
N01661,N01664,part_of,计算机网络,0.713
N01662,N01663,depends_on,计算机网络,0.616
N01662,N01665,uses,计算机网络,0.691
N01663,N01664,depends_on,计算机网络,0.753
N01663,N01666,implemented_by,计算机网络,0.904
N01664,N01665,depends_on,计算机网络,0.878
N01664,N01667,optimized_by,计算机网络,0.621
N01665,N01666,depends_on,计算机网络,0.65
N01665,N01668,implemented_by,计算机网络,0.95
N01666,N01667,depends_on,计算机网络,0.685
N01666,N01669,uses,计算机网络,0.843
N01667,N01668,depends_on,计算机网络,0.701
N01667,N01670,part_of,计算机网络,0.724
N01668,N01669,depends_on,计算机网络,0.93
N01668,N01671,is_a,计算机网络,0.926
N01669,N01670,depends_on,计算机网络,0.721
N01669,N01672,is_a,计算机网络,0.734
N01670,N01671,depends_on,计算机网络,0.8
N01670,N01673,compared_with,计算机网络,0.592
N01671,N01672,depends_on,计算机网络,0.632
N01671,N01674,depends_on,计算机网络,0.743
N01672,N01673,depends_on,计算机网络,0.933
N01672,N01675,optimized_by,计算机网络,0.973
N01673,N01674,depends_on,计算机网络,0.917
N01673,N01676,implemented_by,计算机网络,0.642
N01674,N01675,depends_on,计算机网络,0.672
N01674,N01677,is_a,计算机网络,0.877
N01675,N01676,depends_on,计算机网络,0.933
N01675,N01678,is_a,计算机网络,0.732
N01676,N01677,depends_on,计算机网络,0.64
N01676,N01679,optimized_by,计算机网络,0.769
N01677,N01678,depends_on,计算机网络,0.638
N01677,N01680,depends_on,计算机网络,0.933
N01678,N01679,depends_on,计算机网络,0.757
N01678,N01681,compared_with,计算机网络,0.595
N01679,N01680,depends_on,计算机网络,0.601
N01679,N01682,evaluates,计算机网络,0.985
N01680,N01681,depends_on,计算机网络,0.923
N01680,N01683,implemented_by,计算机网络,0.976
N01681,N01682,depends_on,计算机网络,0.697
N01681,N01684,uses,计算机网络,0.739
N01682,N01683,depends_on,计算机网络,0.757
N01682,N01685,is_a,计算机网络,0.723
N01683,N01684,depends_on,计算机网络,0.87
N01683,N01686,implemented_by,计算机网络,0.894
N01684,N01685,depends_on,计算机网络,0.78
N01684,N01687,is_a,计算机网络,0.947
N01685,N01686,depends_on,计算机网络,0.811
N01685,N01688,evaluates,计算机网络,0.629
N01686,N01687,depends_on,计算机网络,0.664
N01686,N01689,implemented_by,计算机网络,0.92
N01687,N01688,depends_on,计算机网络,0.913
N01687,N01690,compared_with,计算机网络,0.677
N01688,N01689,depends_on,计算机网络,0.79
N01688,N01691,compared_with,计算机网络,0.69
N01689,N01690,depends_on,计算机网络,0.861
N01689,N01692,part_of,计算机网络,0.719
N01690,N01691,depends_on,计算机网络,0.902
N01690,N01693,is_a,计算机网络,0.84
N01691,N01692,depends_on,计算机网络,0.648
N01691,N01694,evaluates,计算机网络,0.601
N01692,N01693,depends_on,计算机网络,0.71
N01692,N01695,uses,计算机网络,0.984
N01693,N01694,depends_on,计算机网络,0.815
N01693,N01696,compared_with,计算机网络,0.963
N01694,N01695,depends_on,计算机网络,0.826
N01694,N01697,is_a,计算机网络,0.6
N01695,N01696,depends_on,计算机网络,0.814
N01695,N01698,optimized_by,计算机网络,0.863
N01696,N01697,depends_on,计算机网络,0.897
N01696,N01699,implemented_by,计算机网络,0.584
N01697,N01698,depends_on,计算机网络,0.771
N01697,N01700,evaluates,计算机网络,0.814
N01698,N01699,depends_on,计算机网络,0.932
N01698,N01701,is_a,计算机网络,0.753
N01699,N01700,depends_on,计算机网络,0.824
N01699,N01702,implemented_by,计算机网络,0.665
N01700,N01701,depends_on,计算机网络,0.924
N01700,N01703,depends_on,计算机网络,0.681
N01701,N01702,depends_on,计算机网络,0.871
N01701,N01704,is_a,计算机网络,0.658
N01702,N01703,depends_on,计算机网络,0.863
N01703,N01704,depends_on,计算机网络,0.705
N01706,N01707,depends_on,计算机网络,0.926
N01706,N01709,uses,计算机网络,0.809
N01707,N01708,depends_on,计算机网络,0.647
N01707,N01710,implemented_by,计算机网络,0.97
N01708,N01709,depends_on,计算机网络,0.666
N01708,N01711,evaluates,计算机网络,0.629
N01709,N01710,depends_on,计算机网络,0.88
N01709,N01712,compared_with,计算机网络,0.709
N01710,N01711,depends_on,计算机网络,0.906
N01710,N01713,optimized_by,计算机网络,0.827
N01711,N01712,depends_on,计算机网络,0.742
N01711,N01714,part_of,计算机网络,0.768
N01712,N01713,depends_on,计算机网络,0.721
N01712,N01715,is_a,计算机网络,0.719
N01713,N01714,depends_on,计算机网络,0.831
N01713,N01716,implemented_by,计算机网络,0.789
N01714,N01715,depends_on,计算机网络,0.634
N01714,N01717,part_of,计算机网络,0.826
N01715,N01716,depends_on,计算机网络,0.886
N01715,N01718,part_of,计算机网络,0.9
N01716,N01717,depends_on,计算机网络,0.945
N01716,N01719,implemented_by,计算机网络,0.923
N01717,N01718,depends_on,计算机网络,0.607
N01717,N01720,optimized_by,计算机网络,0.685
N01718,N01719,depends_on,计算机网络,0.633
N01718,N01721,optimized_by,计算机网络,0.641
N01719,N01720,depends_on,计算机网络,0.873
N01719,N01722,implemented_by,计算机网络,0.869
N01720,N01721,depends_on,计算机网络,0.641
N01720,N01723,is_a,计算机网络,0.58
N01721,N01722,depends_on,计算机网络,0.812
N01721,N01724,part_of,计算机网络,0.948
N01722,N01723,depends_on,计算机网络,0.691
N01722,N01725,part_of,计算机网络,0.748
N01723,N01724,depends_on,计算机网络,0.89
N01723,N01726,depends_on,计算机网络,0.718
N01724,N01725,depends_on,计算机网络,0.634
N01724,N01727,evaluates,计算机网络,0.74
N01725,N01726,depends_on,计算机网络,0.826
N01725,N01728,part_of,计算机网络,0.56
N01726,N01727,depends_on,计算机网络,0.93
N01726,N01729,evaluates,计算机网络,0.584
N01727,N01728,depends_on,计算机网络,0.631
N01727,N01730,depends_on,计算机网络,0.974
N01728,N01729,depends_on,计算机网络,0.773
N01728,N01731,uses,计算机网络,0.572
N01729,N01730,depends_on,计算机网络,0.924
N01729,N01732,evaluates,计算机网络,0.658
N01730,N01731,depends_on,计算机网络,0.843
N01730,N01733,compared_with,计算机网络,0.79
N01731,N01732,depends_on,计算机网络,0.945
N01731,N01734,compared_with,计算机网络,0.636
N01732,N01733,depends_on,计算机网络,0.754
N01732,N01735,part_of,计算机网络,0.618
N01733,N01734,depends_on,计算机网络,0.818
N01733,N01736,part_of,计算机网络,0.834
N01734,N01735,depends_on,计算机网络,0.638
N01734,N01737,optimized_by,计算机网络,0.606
N01735,N01736,depends_on,计算机网络,0.804
N01735,N01738,optimized_by,计算机网络,0.625
N01736,N01737,depends_on,计算机网络,0.713
N01736,N01739,compared_with,计算机网络,0.809
N01737,N01738,depends_on,计算机网络,0.759
N01737,N01740,implemented_by,计算机网络,0.807
N01738,N01739,depends_on,计算机网络,0.603
N01738,N01741,uses,计算机网络,0.932
N01739,N01740,depends_on,计算机网络,0.744
N01739,N01742,is_a,计算机网络,0.918
N01740,N01741,depends_on,计算机网络,0.804
N01740,N01743,part_of,计算机网络,0.742
N01741,N01742,depends_on,计算机网络,0.671
N01741,N01744,optimized_by,计算机网络,0.622
N01742,N01743,depends_on,计算机网络,0.681
N01742,N01745,depends_on,计算机网络,0.582
N01743,N01744,depends_on,计算机网络,0.892
N01743,N01746,depends_on,计算机网络,0.642
N01744,N01745,depends_on,计算机网络,0.843
N01744,N01747,part_of,计算机网络,0.554
N01745,N01746,depends_on,计算机网络,0.763
N01745,N01748,uses,计算机网络,0.878
N01746,N01747,depends_on,计算机网络,0.678
N01746,N01749,uses,计算机网络,0.949
N01747,N01748,depends_on,计算机网络,0.898
N01747,N01750,depends_on,计算机网络,0.95
N01748,N01749,depends_on,计算机网络,0.672
N01748,N01751,uses,计算机网络,0.723
N01749,N01750,depends_on,计算机网络,0.783
N01749,N01752,is_a,计算机网络,0.907
N01750,N01751,depends_on,计算机网络,0.659
N01750,N01753,evaluates,计算机网络,0.639
N01751,N01752,depends_on,计算机网络,0.927
N01751,N01754,implemented_by,计算机网络,0.741
N01752,N01753,depends_on,计算机网络,0.728
N01752,N01755,implemented_by,计算机网络,0.945
N01753,N01754,depends_on,计算机网络,0.731
N01753,N01756,uses,计算机网络,0.673
N01754,N01755,depends_on,计算机网络,0.873
N01754,N01757,compared_with,计算机网络,0.901
N01755,N01756,depends_on,计算机网络,0.676
N01755,N01758,optimized_by,计算机网络,0.738
N01756,N01757,depends_on,计算机网络,0.814
N01756,N01759,part_of,计算机网络,0.795
N01757,N01758,depends_on,计算机网络,0.926
N01757,N01760,depends_on,计算机网络,0.672
N01758,N01759,depends_on,计算机网络,0.947
N01758,N01761,is_a,计算机网络,0.808
N01759,N01760,depends_on,计算机网络,0.92
N01759,N01762,depends_on,计算机网络,0.718
N01760,N01761,depends_on,计算机网络,0.771
N01760,N01763,evaluates,计算机网络,0.758
N01761,N01762,depends_on,计算机网络,0.917
N01761,N01764,implemented_by,计算机网络,0.932
N01762,N01763,depends_on,计算机网络,0.76
N01762,N01765,part_of,计算机网络,0.912
N01763,N01764,depends_on,计算机网络,0.932
N01763,N01766,optimized_by,计算机网络,0.982
N01764,N01765,depends_on,计算机网络,0.64
N01764,N01767,implemented_by,计算机网络,0.898
N01765,N01766,depends_on,计算机网络,0.714
N01765,N01768,depends_on,计算机网络,0.986
N01766,N01767,depends_on,计算机网络,0.924
N01766,N01769,depends_on,计算机网络,0.838
N01767,N01768,depends_on,计算机网络,0.613
N01767,N01770,compared_with,计算机网络,0.685
N01768,N01769,depends_on,计算机网络,0.688
N01768,N01771,depends_on,计算机网络,0.981
N01769,N01770,depends_on,计算机网络,0.875
N01769,N01772,uses,计算机网络,0.575
N01770,N01771,depends_on,计算机网络,0.883
N01770,N01773,evaluates,计算机网络,0.861
N01771,N01772,depends_on,计算机网络,0.841
N01771,N01774,implemented_by,计算机网络,0.733
N01772,N01773,depends_on,计算机网络,0.673
N01772,N01775,part_of,计算机网络,0.636
N01773,N01774,depends_on,计算机网络,0.838
N01773,N01776,evaluates,计算机网络,0.685
N01774,N01775,depends_on,计算机网络,0.866
N01774,N01777,optimized_by,计算机网络,0.564
N01775,N01776,depends_on,计算机网络,0.753
N01775,N01778,is_a,计算机网络,0.604
N01776,N01777,depends_on,计算机网络,0.833
N01776,N01779,evaluates,计算机网络,0.681
N01777,N01778,depends_on,计算机网络,0.702
N01777,N01780,uses,计算机网络,0.741
N01778,N01779,depends_on,计算机网络,0.796
N01778,N01781,implemented_by,计算机网络,0.926
N01779,N01780,depends_on,计算机网络,0.662
N01779,N01782,implemented_by,计算机网络,0.834
N01780,N01781,depends_on,计算机网络,0.944
N01780,N01783,implemented_by,计算机网络,0.741
N01781,N01782,depends_on,计算机网络,0.691
N01781,N01784,optimized_by,计算机网络,0.825
N01782,N01783,depends_on,计算机网络,0.649
N01782,N01785,evaluates,计算机网络,0.738
N01783,N01784,depends_on,计算机网络,0.671
N01784,N01785,depends_on,计算机网络,0.614
N01787,N01788,depends_on,计算机网络,0.877
N01787,N01790,implemented_by,计算机网络,0.911
N01788,N01789,depends_on,计算机网络,0.641
N01788,N01791,depends_on,计算机网络,0.595
N01789,N01790,depends_on,计算机网络,0.605
N01789,N01792,is_a,计算机网络,0.668
N01790,N01791,depends_on,计算机网络,0.703
N01790,N01793,implemented_by,计算机网络,0.834
N01791,N01792,depends_on,计算机网络,0.729
N01791,N01794,uses,计算机网络,0.567
N01792,N01793,depends_on,计算机网络,0.703
N01792,N01795,part_of,计算机网络,0.876
N01793,N01794,depends_on,计算机网络,0.744
N01793,N01796,uses,计算机网络,0.692
N01794,N01795,depends_on,计算机网络,0.806
N01794,N01797,uses,计算机网络,0.773
N01795,N01796,depends_on,计算机网络,0.926
N01795,N01798,depends_on,计算机网络,0.96
N01796,N01797,depends_on,计算机网络,0.854
N01796,N01799,implemented_by,计算机网络,0.835
N01797,N01798,depends_on,计算机网络,0.814
N01797,N01800,is_a,计算机网络,0.612
N01798,N01799,depends_on,计算机网络,0.772
N01798,N01801,compared_with,计算机网络,0.978
N01799,N01800,depends_on,计算机网络,0.706
N01799,N01802,optimized_by,计算机网络,0.938
N01800,N01801,depends_on,计算机网络,0.625
N01800,N01803,evaluates,计算机网络,0.925
N01801,N01802,depends_on,计算机网络,0.761
N01801,N01804,is_a,计算机网络,0.736
N01802,N01803,depends_on,计算机网络,0.891
N01802,N01805,part_of,计算机网络,0.733
N01803,N01804,depends_on,计算机网络,0.633
N01803,N01806,evaluates,计算机网络,0.644
N01804,N01805,depends_on,计算机网络,0.793
N01804,N01807,implemented_by,计算机网络,0.961
N01805,N01806,depends_on,计算机网络,0.895
N01805,N01808,part_of,计算机网络,0.951
N01806,N01807,depends_on,计算机网络,0.871
N01806,N01809,implemented_by,计算机网络,0.941
N01807,N01808,depends_on,计算机网络,0.74
N01807,N01810,compared_with,计算机网络,0.789
N01808,N01809,depends_on,计算机网络,0.801
N01808,N01811,optimized_by,计算机网络,0.566
N01809,N01810,depends_on,计算机网络,0.77
N01809,N01812,is_a,计算机网络,0.734
N01810,N01811,depends_on,计算机网络,0.879
N01810,N01813,uses,计算机网络,0.692
N01811,N01812,depends_on,计算机网络,0.757
N01811,N01814,compared_with,计算机网络,0.681
N01812,N01813,depends_on,计算机网络,0.746
N01812,N01815,evaluates,计算机网络,0.591
N01813,N01814,depends_on,计算机网络,0.844
N01813,N01816,depends_on,计算机网络,0.812
N01814,N01815,depends_on,计算机网络,0.861
N01814,N01817,compared_with,计算机网络,0.839
N01815,N01816,depends_on,计算机网络,0.795
N01815,N01818,uses,计算机网络,0.931
N01816,N01817,depends_on,计算机网络,0.766
N01816,N01819,is_a,计算机网络,0.697
N01817,N01818,depends_on,计算机网络,0.765
N01817,N01820,is_a,计算机网络,0.697
N01818,N01819,depends_on,计算机网络,0.602
N01818,N01821,is_a,计算机网络,0.883
N01819,N01820,depends_on,计算机网络,0.785
N01819,N01822,is_a,计算机网络,0.797
N01820,N01821,depends_on,计算机网络,0.823
N01820,N01823,depends_on,计算机网络,0.853
N01821,N01822,depends_on,计算机网络,0.733
N01821,N01824,uses,计算机网络,0.984
N01822,N01823,depends_on,计算机网络,0.678
N01822,N01825,depends_on,计算机网络,0.988
N01823,N01824,depends_on,计算机网络,0.755
N01823,N01826,part_of,计算机网络,0.889
N01824,N01825,depends_on,计算机网络,0.795
N01824,N01827,evaluates,计算机网络,0.563
N01825,N01826,depends_on,计算机网络,0.709
N01825,N01828,evaluates,计算机网络,0.948
N01826,N01827,depends_on,计算机网络,0.654
N01826,N01829,optimized_by,计算机网络,0.572
N01827,N01828,depends_on,计算机网络,0.729
N01827,N01830,is_a,计算机网络,0.706
N01828,N01829,depends_on,计算机网络,0.659
N01828,N01831,uses,计算机网络,0.639
N01829,N01830,depends_on,计算机网络,0.902
N01829,N01832,part_of,计算机网络,0.79
N01830,N01831,depends_on,计算机网络,0.918
N01830,N01833,uses,计算机网络,0.66
N01831,N01832,depends_on,计算机网络,0.66
N01831,N01834,implemented_by,计算机网络,0.579
N01832,N01833,depends_on,计算机网络,0.759
N01832,N01835,is_a,计算机网络,0.669
N01833,N01834,depends_on,计算机网络,0.682
N01833,N01836,optimized_by,计算机网络,0.83
N01834,N01835,depends_on,计算机网络,0.941
N01834,N01837,compared_with,计算机网络,0.736
N01835,N01836,depends_on,计算机网络,0.847
N01835,N01838,compared_with,计算机网络,0.697
N01836,N01837,depends_on,计算机网络,0.925
N01836,N01839,depends_on,计算机网络,0.988
N01837,N01838,depends_on,计算机网络,0.622
N01837,N01840,is_a,计算机网络,0.701
N01838,N01839,depends_on,计算机网络,0.846
N01838,N01841,evaluates,计算机网络,0.706
N01839,N01840,depends_on,计算机网络,0.883
N01839,N01842,compared_with,计算机网络,0.807
N01840,N01841,depends_on,计算机网络,0.784
N01840,N01843,is_a,计算机网络,0.798
N01841,N01842,depends_on,计算机网络,0.822
N01841,N01844,part_of,计算机网络,0.875
N01842,N01843,depends_on,计算机网络,0.623
N01842,N01845,is_a,计算机网络,0.748
N01843,N01844,depends_on,计算机网络,0.782
N01843,N01846,uses,计算机网络,0.946
N01844,N01845,depends_on,计算机网络,0.682
N01844,N01847,part_of,计算机网络,0.587
N01845,N01846,depends_on,计算机网络,0.848
N01845,N01848,optimized_by,计算机网络,0.672
N01846,N01847,depends_on,计算机网络,0.723
N01846,N01849,evaluates,计算机网络,0.771
N01847,N01848,depends_on,计算机网络,0.65
N01847,N01850,optimized_by,计算机网络,0.71
N01848,N01849,depends_on,计算机网络,0.674
N01848,N01851,optimized_by,计算机网络,0.706
N01849,N01850,depends_on,计算机网络,0.641
N01849,N01852,depends_on,计算机网络,0.8
N01850,N01851,depends_on,计算机网络,0.605
N01850,N01853,evaluates,计算机网络,0.955
N01851,N01852,depends_on,计算机网络,0.812
N01851,N01854,is_a,计算机网络,0.969
N01852,N01853,depends_on,计算机网络,0.629
N01852,N01855,depends_on,计算机网络,0.914
N01853,N01854,depends_on,计算机网络,0.691
N01853,N01856,implemented_by,计算机网络,0.877
N01854,N01855,depends_on,计算机网络,0.693
N01854,N01857,optimized_by,计算机网络,0.618
N01855,N01856,depends_on,计算机网络,0.752
N01855,N01858,part_of,计算机网络,0.588
N01856,N01857,depends_on,计算机网络,0.727
N01856,N01859,part_of,计算机网络,0.721
N01857,N01858,depends_on,计算机网络,0.636
N01857,N01860,uses,计算机网络,0.809
N01858,N01859,depends_on,计算机网络,0.646
N01858,N01861,implemented_by,计算机网络,0.57
N01859,N01860,depends_on,计算机网络,0.763
N01859,N01862,uses,计算机网络,0.697
N01860,N01861,depends_on,计算机网络,0.757
N01860,N01863,uses,计算机网络,0.639
N01861,N01862,depends_on,计算机网络,0.856
N01861,N01864,depends_on,计算机网络,0.618
N01862,N01863,depends_on,计算机网络,0.743
N01862,N01865,depends_on,计算机网络,0.696
N01863,N01864,depends_on,计算机网络,0.703
N01863,N01866,optimized_by,计算机网络,0.599
N01864,N01865,depends_on,计算机网络,0.634
N01865,N01866,depends_on,计算机网络,0.782
N01868,N01869,depends_on,计算机网络,0.917
N01868,N01871,part_of,计算机网络,0.714
N01869,N01870,depends_on,计算机网络,0.94
N01869,N01872,is_a,计算机网络,0.604
N01870,N01871,depends_on,计算机网络,0.751
N01870,N01873,implemented_by,计算机网络,0.791
N01871,N01872,depends_on,计算机网络,0.793
N01871,N01874,optimized_by,计算机网络,0.905
N01872,N01873,depends_on,计算机网络,0.681
N01872,N01875,evaluates,计算机网络,0.592
N01873,N01874,depends_on,计算机网络,0.796
N01873,N01876,part_of,计算机网络,0.944
N01874,N01875,depends_on,计算机网络,0.878
N01874,N01877,part_of,计算机网络,0.775
N01875,N01876,depends_on,计算机网络,0.652
N01875,N01878,uses,计算机网络,0.574
N01876,N01877,depends_on,计算机网络,0.612
N01876,N01879,part_of,计算机网络,0.601
N01877,N01878,depends_on,计算机网络,0.709
N01877,N01880,uses,计算机网络,0.922
N01878,N01879,depends_on,计算机网络,0.857
N01878,N01881,uses,计算机网络,0.627
N01879,N01880,depends_on,计算机网络,0.87
N01879,N01882,is_a,计算机网络,0.931
N01880,N01881,depends_on,计算机网络,0.708
N01880,N01883,optimized_by,计算机网络,0.675
N01881,N01882,depends_on,计算机网络,0.701
N01881,N01884,optimized_by,计算机网络,0.96
N01882,N01883,depends_on,计算机网络,0.851
N01882,N01885,depends_on,计算机网络,0.762
N01883,N01884,depends_on,计算机网络,0.779
N01883,N01886,depends_on,计算机网络,0.884
N01884,N01885,depends_on,计算机网络,0.636
N01884,N01887,evaluates,计算机网络,0.895
N01885,N01886,depends_on,计算机网络,0.634
N01885,N01888,is_a,计算机网络,0.849
N01886,N01887,depends_on,计算机网络,0.692
N01886,N01889,implemented_by,计算机网络,0.955
N01887,N01888,depends_on,计算机网络,0.781
N01887,N01890,uses,计算机网络,0.583
N01888,N01889,depends_on,计算机网络,0.866
N01888,N01891,implemented_by,计算机网络,0.937
N01889,N01890,depends_on,计算机网络,0.853
N01889,N01892,uses,计算机网络,0.567
N01890,N01891,depends_on,计算机网络,0.891
N01890,N01893,depends_on,计算机网络,0.892
N01891,N01892,depends_on,计算机网络,0.772
N01891,N01894,optimized_by,计算机网络,0.654
N01892,N01893,depends_on,计算机网络,0.733
N01892,N01895,optimized_by,计算机网络,0.571
N01893,N01894,depends_on,计算机网络,0.612
N01893,N01896,part_of,计算机网络,0.885
N01894,N01895,depends_on,计算机网络,0.84
N01894,N01897,compared_with,计算机网络,0.673
N01895,N01896,depends_on,计算机网络,0.948
N01895,N01898,compared_with,计算机网络,0.653
N01896,N01897,depends_on,计算机网络,0.773
N01896,N01899,part_of,计算机网络,0.787
N01897,N01898,depends_on,计算机网络,0.839
N01897,N01900,depends_on,计算机网络,0.931
N01898,N01899,depends_on,计算机网络,0.688
N01898,N01901,evaluates,计算机网络,0.633
N01899,N01900,depends_on,计算机网络,0.72
N01899,N01902,part_of,计算机网络,0.811
N01900,N01901,depends_on,计算机网络,0.861
N01900,N01903,uses,计算机网络,0.839
N01901,N01902,depends_on,计算机网络,0.852
N01901,N01904,implemented_by,计算机网络,0.83
N01902,N01903,depends_on,计算机网络,0.915
N01902,N01905,is_a,计算机网络,0.774
N01903,N01904,depends_on,计算机网络,0.735
N01903,N01906,implemented_by,计算机网络,0.697
N01904,N01905,depends_on,计算机网络,0.852
N01904,N01907,evaluates,计算机网络,0.957
N01905,N01906,depends_on,计算机网络,0.746
N01905,N01908,implemented_by,计算机网络,0.964
N01906,N01907,depends_on,计算机网络,0.748
N01906,N01909,implemented_by,计算机网络,0.98
N01907,N01908,depends_on,计算机网络,0.732
N01907,N01910,evaluates,计算机网络,0.69
N01908,N01909,depends_on,计算机网络,0.666
N01908,N01911,part_of,计算机网络,0.921
N01909,N01910,depends_on,计算机网络,0.946
N01909,N01912,uses,计算机网络,0.675
N01910,N01911,depends_on,计算机网络,0.724
N01910,N01913,implemented_by,计算机网络,0.768
N01911,N01912,depends_on,计算机网络,0.706
N01911,N01914,part_of,计算机网络,0.9
N01912,N01913,depends_on,计算机网络,0.875
N01912,N01915,implemented_by,计算机网络,0.633
N01913,N01914,depends_on,计算机网络,0.718
N01913,N01916,compared_with,计算机网络,0.768
N01914,N01915,depends_on,计算机网络,0.643
N01914,N01917,implemented_by,计算机网络,0.769
N01915,N01916,depends_on,计算机网络,0.937
N01915,N01918,compared_with,计算机网络,0.604
N01916,N01917,depends_on,计算机网络,0.64
N01916,N01919,evaluates,计算机网络,0.968
N01917,N01918,depends_on,计算机网络,0.69
N01917,N01920,implemented_by,计算机网络,0.717
N01918,N01919,depends_on,计算机网络,0.729
N01918,N01921,depends_on,计算机网络,0.674
N01919,N01920,depends_on,计算机网络,0.665
N01919,N01922,compared_with,计算机网络,0.606
